,embarco,genero,paxid,class,edad,ssr,patch,fabasis,cab
696,2,1,696,2,58,0,0,43,147
697,1,0,697,2,88,0,0,27,147
698,0,1,698,0,64,1,1,230,75
699,2,1,699,2,56,0,0,24,139
700,0,0,700,0,23,1,0,243,73
701,2,1,701,0,47,0,0,141,120
702,0,0,702,2,23,0,1,94,147
703,1,1,703,2,33,0,0,29,147
704,2,1,704,2,34,1,0,36,147
705,2,1,705,1,52,0,0,138,147
706,2,0,706,1,59,0,0,87,147
707,2,1,707,0,56,0,0,141,120
708,2,0,708,0,28,0,0,237,147
709,0,1,709,2,88,1,1,101,147
710,0,0,710,0,31,0,0,182,84
711,2,1,711,0,88,0,0,143,56
712,2,1,712,0,63,1,0,187,58
713,2,1,713,2,38,0,0,63,147
714,2,1,714,1,67,0,0,85,147
715,2,1,715,2,24,0,0,24,140
716,0,0,716,0,51,0,0,243,66
717,2,0,717,1,35,0,0,72,116
718,1,1,718,2,88,0,0,102,147
719,2,1,719,2,44,0,0,31,147
720,2,0,720,1,10,0,1,162,147
721,2,1,721,2,22,1,0,13,147
722,2,1,722,1,45,0,0,85,147
723,2,1,723,1,65,0,0,85,147
724,2,1,724,0,35,1,0,189,137
725,2,1,725,2,25,0,0,54,147
726,2,0,726,1,39,3,0,123,147
727,1,0,727,2,88,0,0,28,147
728,2,1,728,1,33,1,0,138,147
729,2,0,729,2,33,1,0,41,147
730,2,0,730,0,38,0,0,240,32
731,0,1,731,2,15,0,0,115,147
732,2,1,732,1,88,0,0,0,147
733,2,1,733,1,29,0,0,85,147
734,2,1,734,1,29,0,0,85,147
735,2,1,735,2,37,0,0,109,147
736,2,0,736,2,63,1,3,165,147
737,0,1,737,0,47,0,0,247,15
738,2,1,738,2,88,0,0,40,147
739,2,1,739,2,88,0,0,40,147
740,2,1,740,0,88,0,0,153,105
741,2,1,741,0,48,1,0,215,67
742,0,0,742,0,27,2,2,245,35
743,2,1,743,2,31,1,0,109,147
744,2,1,744,2,41,0,0,41,147
745,2,1,745,0,83,1,1,206,20
746,2,1,746,2,21,1,1,120,147
747,2,0,747,1,39,0,0,85,147
748,2,1,748,0,24,1,0,189,100
749,1,1,749,2,41,0,0,30,147
750,2,0,750,1,8,1,1,129,147
751,2,1,751,2,10,0,1,81,118
752,2,1,752,2,44,0,0,64,147
753,2,1,753,2,29,0,0,40,147
754,2,0,754,1,63,1,2,202,147
755,2,1,755,1,1,1,1,96,147
756,2,1,756,2,36,0,0,33,147
757,2,1,757,1,23,0,0,76,147
758,2,1,758,2,45,0,0,43,147
759,2,0,759,0,44,0,0,223,40
760,2,1,760,2,88,0,0,96,147
761,2,1,761,2,55,0,0,14,147
762,0,1,762,2,25,0,0,17,147
763,2,0,763,0,48,1,2,232,47
764,2,1,764,2,21,0,0,31,147
765,2,0,765,0,66,1,0,213,92
766,0,1,766,0,88,0,0,174,147
767,1,0,767,2,40,0,0,30,147
768,1,1,768,2,88,1,0,133,147
769,2,1,769,2,42,0,0,48,147
770,2,1,770,2,31,0,0,64,147
771,2,1,771,2,63,0,0,36,147
772,2,0,772,1,73,0,0,72,136
773,0,1,773,2,88,0,0,16,147
774,2,0,774,1,69,1,3,129,147
775,2,1,775,2,23,0,0,30,147
776,1,1,776,2,88,0,0,30,143
777,2,0,777,2,9,0,0,81,147
778,1,1,778,2,88,0,0,28,147
779,2,0,779,0,57,0,1,240,22
780,0,0,780,2,17,0,0,17,147
781,2,0,781,0,22,1,0,195,19
782,2,1,782,0,38,0,0,153,112
783,2,1,783,2,88,1,2,131,147
784,2,1,784,2,33,0,0,12,147
785,2,1,785,2,33,0,0,18,147
786,2,0,786,2,23,0,0,20,147
787,1,1,787,2,12,4,1,151,147
788,2,1,788,2,5,1,2,122,147
789,0,1,789,0,61,0,0,216,44
790,1,1,790,2,88,0,0,30,147
791,2,1,791,1,21,0,0,138,147
792,2,0,792,2,88,6,2,205,147
793,0,1,793,0,88,0,0,156,147
794,2,1,794,2,33,0,0,40,147
795,2,1,795,1,52,0,0,85,147
796,2,0,796,0,64,0,0,137,94
797,2,0,797,2,41,0,0,55,147
798,0,1,798,2,39,0,0,17,147
799,2,0,799,2,39,1,1,133,147
800,2,1,800,1,45,0,0,85,147
801,2,0,801,1,41,1,1,139,147
802,2,1,802,0,15,1,2,232,47
803,0,1,803,2,0,0,1,52,147
804,2,1,804,2,35,0,0,10,147
805,2,1,805,2,41,0,0,31,147
806,2,1,806,0,52,0,0,0,11
807,2,0,807,2,23,0,0,31,147
808,2,1,808,1,52,0,0,85,147
809,2,0,809,0,44,1,0,189,137
810,2,1,810,2,34,0,0,39,147
811,2,1,811,2,52,0,0,133,147
812,2,1,812,1,47,0,0,72,147
813,2,0,813,2,10,4,2,158,147
814,2,1,814,2,40,0,0,43,147
815,2,1,815,0,88,0,0,0,16
816,2,0,816,2,29,0,0,41,147
817,0,1,817,1,41,1,1,170,147
818,2,1,818,2,57,0,0,5,147
819,2,1,819,2,14,3,2,147,147
820,2,0,820,0,67,1,1,227,37
821,2,1,821,2,35,0,0,54,147
822,2,1,822,0,51,0,0,0,147
823,2,0,823,2,35,0,1,81,118
824,2,1,824,2,6,4,1,175,147
825,1,1,825,2,88,0,0,9,147
826,2,1,826,2,88,0,0,193,147
827,0,1,827,1,5,0,2,170,147
828,1,1,828,2,88,0,0,30,147
829,3,0,829,0,78,0,0,218,21
830,0,0,830,2,20,1,0,94,147
831,2,1,831,1,3,1,1,114,147
832,0,1,832,2,88,0,0,17,147
833,2,1,833,2,29,0,0,36,147
834,2,1,834,2,23,0,0,47,147
835,0,0,835,0,52,1,1,221,130
836,2,1,836,2,27,0,0,54,147
837,2,1,837,2,88,0,0,43,147
838,2,1,838,2,42,0,0,193,147
839,0,1,839,0,88,0,0,152,68
840,2,1,840,2,25,0,0,41,147
841,2,1,841,1,21,0,0,72,147
842,0,0,842,0,39,0,0,157,147
843,0,1,843,2,46,0,0,4,147
844,2,1,844,2,22,0,0,54,147
845,2,1,845,2,56,0,0,22,147
846,2,1,846,2,88,6,2,205,147
847,0,1,847,2,47,0,0,40,147
848,2,1,848,1,36,0,1,162,147
849,0,0,849,0,88,1,0,224,86
850,2,1,850,2,8,4,2,158,147
851,2,1,851,2,86,0,0,31,147
852,0,0,852,2,13,1,1,101,147
853,2,0,853,0,21,0,1,173,99
854,2,0,854,1,58,1,0,138,147
855,2,0,855,2,23,0,1,61,147
856,2,0,856,0,59,1,1,239,147
857,2,1,857,0,66,0,0,143,119
858,0,0,858,2,31,0,3,116,147
859,0,1,859,2,88,0,0,17,147
860,2,1,860,2,55,2,0,92,147
861,2,1,861,1,27,1,0,76,147
862,2,0,862,0,63,0,0,137,94
863,2,0,863,2,88,6,2,205,147
864,2,1,864,1,31,0,0,85,147
865,2,0,865,1,56,0,0,85,147
866,0,0,866,1,35,1,0,89,147
867,2,1,867,0,41,0,0,184,6
868,2,1,868,2,88,0,0,64,147
869,2,1,869,2,8,1,1,74,147
870,2,1,870,2,34,0,0,40,147
871,2,0,871,0,62,1,1,188,102
872,2,1,872,0,44,0,0,2,34
873,2,1,873,2,62,0,0,58,147
874,0,0,874,1,36,1,0,132,147
875,0,0,875,2,20,0,0,16,147
876,2,1,876,2,25,0,0,69,147
877,2,1,877,2,24,0,0,40,147
878,2,1,878,2,88,0,0,40,147
879,0,0,879,0,72,0,1,221,70
880,2,0,880,1,33,0,1,138,147
881,2,1,881,2,44,0,0,40,147
882,2,0,882,2,28,0,0,73,147
883,2,1,883,1,36,0,0,72,147
884,2,1,884,2,33,0,0,12,147
885,1,0,885,2,52,0,5,151,147
886,2,1,886,1,35,0,0,85,147
887,2,0,887,0,24,0,0,153,30
888,2,0,888,2,88,1,2,131,147
889,0,1,889,0,34,0,0,153,60
890,1,1,890,2,42,0,0,30,147
